Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Swaziland,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.03 , 1.02 , 1 , 0.69 , 0.99 
Sweden,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 1.02 , 0.81 , 0.98 
Switzerland,"birth: 1.05 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.08 , 1.02 , 0.73 , 0.97 
Syria,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 1.03 , 0.85 , 1.03 
Taiwan,"birth: 1.08 male(s)/female 
      
under 15 years: 1.08 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.9 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.08 , 1.08 , 1.01 , 0.9 , 1.01 
Tajikistan,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.98 , 0.73 , 0.99 
Tanzania,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 0.98 , 0.75 , 0.98 
Thailand,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 0.98 , 0.82 , 0.98 
Timor-Leste,"birth: 1.05 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.05 , 1.03 , 1.03 , 0.88 , 1.03 
Togo,"birth: 1.03 male(s)/female 
      
under 15 years: 1 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.03 , 1 , 0.98 , 0.77 , 0.98 
Tokelau,"   NA 
        "
Tonga,"birth: 1.03 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.03 , 1.03 , 1.01 , 0.86 , 1.01 
Trinidad and Tobago,"birth: 1.03 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.06 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.03 , 1.04 , 1.06 , 0.76 , 1.03 
Tunisia,"birth: 1.07 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.07 , 1.07 , 0.97 , 0.96 , 0.99 
Turkey,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.02 , 0.84 , 1.02 
Turkmenistan,"birth: 1.05 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.02 , 0.98 , 0.77 , 0.98 
Turks and Caicos Islands,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.03 , 0.8 , 1.02 
Tuvalu,"birth: 1.05 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.95 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.06 , 0.95 , 0.73 , 0.97 
Uganda,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.68 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 1.02 , 0.68 , 1.01 
Ukraine,"birth: 1.06 male(s)/female 
      
under 15 years: 1.06 male(s)/female 
      
15-64 years: 0.92 male(s)/female 
      
65 years and over: 0.49 male(s)/female 
      
total population: 0.85 male(s)/female (2011 est.) 
        ", 1.06 , 1.06 , 0.92 , 0.49 , 0.85 
United Arab Emirates,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 2.75 male(s)/female 
      
65 years and over: 1.77 male(s)/female 
      
total population: 2.19 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 2.75 , 1.77 , 2.19 
United Kingdom,"birth: 1.05 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.05 , 1.05 , 1.02 , 0.8 , 0.99 
United States,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.97 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1 , 0.77 , 0.97 
Uruguay,"birth: 1.04 male(s)/female 
      
under 15 years: 1.03 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.93 male(s)/female (2011 est.) 
        ", 1.04 , 1.03 , 0.97 , 0.66 , 0.93 
Uzbekistan,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 0.99 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.99 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 0.99 , 0.74 , 0.99 
Vanuatu,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 1.02 male(s)/female 
      
total population: 1.04 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.03 , 1.02 , 1.04 
Venezuela,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 0.97 , 0.79 , 0.98 
Vietnam,"birth: 1.12 male(s)/female 
      
under 15 years: 1.1 male(s)/female 
      
15-64 years: 1 male(s)/female 
      
65 years and over: 0.62 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.12 , 1.1 , 1 , 0.62 , 1 
Virgin Islands,"birth: 1.06 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 0.87 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 0.89 male(s)/female (2011 est.) 
        ", 1.06 , 1.04 , 0.87 , 0.83 , 0.89 
Wallis and Futuna,"birth: 1.05 male(s)/female 
      
under 15 years: 1.09 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.88 male(s)/female 
      
total population: 1.02 male(s)/female (2011 est.) 
        ", 1.05 , 1.09 , 1.01 , 0.88 , 1.02 
West Bank,"birth: 1.06 male(s)/female 
      
under 15 years: 1.05 male(s)/female 
      
15-64 years: 1.05 male(s)/female 
      
65 years and over: 0.71 male(s)/female 
      
total population: 1.04 male(s)/female (2011 est.) 
        ", 1.06 , 1.05 , 1.05 , 0.71 , 1.04 
Western Sahara,"birth: 1.04 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 0.97 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.98 male(s)/female (2011 est.) 
        ", 1.04 , 1.02 , 0.97 , 0.78 , 0.98 
World,"birth: 1.07 male(s)/female 
      
under 15 years: 1.07 male(s)/female 
      
15-64 years: 1.02 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 1.01 male(s)/female (2011 est.) 
        ", 1.07 , 1.07 , 1.02 , 0.79 , 1.01 
Yemen,"birth: 1.05 male(s)/female 
      
under 15 years: 1.04 male(s)/female 
      
15-64 years: 1.03 male(s)/female 
      
65 years and over: 0.9 male(s)/female 
      
total population: 1.03 male(s)/female (2011 est.) 
        ", 1.05 , 1.04 , 1.03 , 0.9 , 1.03 
Zambia,"birth: 1.03 male(s)/female 
      
under 15 years: 1.01 male(s)/female 
      
15-64 years: 1.01 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 1 male(s)/female (2011 est.) 
        ", 1.03 , 1.01 , 1.01 , 0.74 , 1 
Zimbabwe,"birth: 1.03 male(s)/female 
      
under 15 years: 1.02 male(s)/female 
      
15-64 years: 0.92 male(s)/female 
      
65 years and over: 0.7 male(s)/female 
      
total population: 0.95 male(s)/female (2011 est.) 
", 1.03 , 1.02 , 0.92 , 0.7 , 0.95 
