Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Thailand,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.98 , 0.83 , 0.98 
Timor-Leste,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.92 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 1.04 , 0.92 , 1.03 
Togo,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.66 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 0.95 , 0.66 , 0.97 
Tokelau,"NA 
				"
Tonga,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.99 , 0.72 , 0.99 
Trinidad and Tobago,"birth: 1.04 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.11 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 1.07 male(s)/female (2008 est.) 
				", 1.04 , 1.06 , 1.11 , 0.81 , 1.07 
Tunisia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.88 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.07 , 1.07 , 1.01 , 0.88 , 1.01 
Turkey,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1.02 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.03 , 0.84 , 1.02 
Turkmenistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.98 , 0.77 , 0.99 
Turks and Caicos Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.1 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.07 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.1 , 0.91 , 1.07 
Tuvalu,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.59 male(s)/female 
			
total population: 0.96 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 0.96 , 0.59 , 0.96 
Uganda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1.01 , 0.72 , 1 
Ukraine,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.51 male(s)/female 
			
total population: 0.86 male(s)/female (2008 est.) 
				", 1.06 , 1.06 , 0.92 , 0.51 , 0.86 
United Arab Emirates,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 2.74 male(s)/female 
			
65 years and over: 1.84 male(s)/female 
			
total population: 2.19 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 2.74 , 1.84 , 2.19 
United Kingdom,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1.02 , 0.75 , 0.98 
United States,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.97 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 1 , 0.72 , 0.97 
Uruguay,"birth: 1.04 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.67 male(s)/female 
			
total population: 0.95 male(s)/female (2008 est.) 
				", 1.04 , 1.03 , 0.99 , 0.67 , 0.95 
Uzbekistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.99 male(s)/female (2008 est.) 
				", 1.05 , 1.05 , 0.99 , 0.75 , 0.99 
Vanuatu,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 1.07 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.04 , 1.07 , 1.04 
Venezuela,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.05 , 1.03 , 0.97 , 0.8 , 0.98 
Vietnam,"birth: 1.07 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.63 male(s)/female 
			
total population: 0.98 male(s)/female (2008 est.) 
				", 1.07 , 1.08 , 0.98 , 0.63 , 0.98 
Virgin Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 0.88 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 0.9 male(s)/female (2008 est.) 
				", 1.06 , 1.03 , 0.88 , 0.82 , 0.9 
West Bank,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.71 male(s)/female 
			
total population: 1.04 male(s)/female (2008 est.) 
				", 1.06 , 1.05 , 1.05 , 0.71 , 1.04 
Western Sahara,"NA 
				"
World,"birth: 1.07 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1.01 male(s)/female (2008 est.) 
				", 1.07 , 1.06 , 1.02 , 0.78 , 1.01 
Yemen,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.03 male(s)/female (2008 est.) 
				", 1.05 , 1.04 , 1.03 , 0.94 , 1.03 
Zambia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 1 male(s)/female (2008 est.) 
				", 1.03 , 1.01 , 1 , 0.72 , 1 
Zimbabwe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.82 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.9 male(s)/female (2008 est.)  		
", 1.03 , 1.02 , 0.82 , 0.8 , 0.9 
