Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Switzerland,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.03 , 0.69 , 0.97 
Syria,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.94 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.06 , 1.06 , 1.05 , 0.94 , 1.05 
Taiwan,"birth: 1.08 male(s)/female 
			
under 15 years: 1.09 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 1.08 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.08 , 1.09 , 1.03 , 1.08 , 1.05 
Tajikistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.05 , 1.02 , 0.99 , 0.77 , 0.99 
Tanzania,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.98 , 0.81 , 0.99 
Thailand,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.97 , 0.78 , 0.97 
Togo,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.95 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.95 , 0.75 , 0.97 
Tokelau,"NA 
				"
Tonga,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.97 , 0.8 , 0.99 
Trinidad and Tobago,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.06 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 1.04 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.06 , 0.8 , 1.04 
Tunisia,"birth: 1.08 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.97 male(s)/female 
			
total population: 1.02 male(s)/female (2002 est.) 
				", 1.08 , 1.07 , 1 , 0.97 , 1.02 
Turkey,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 1.02 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.03 , 0.85 , 1.02 
Turkmenistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.62 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.96 , 0.62 , 0.98 
Turks and Caicos Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.03 male(s)/female 
			
15-64 years: 1.11 male(s)/female 
			
65 years and over: 0.8 male(s)/female 
			
total population: 1.07 male(s)/female (2002 est.) 
				", 1.05 , 1.03 , 1.11 , 0.8 , 1.07 
Tuvalu,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.93 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.93 , 0.7 , 0.95 
Uganda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.89 male(s)/female 
			
total population: 1 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 1 , 0.89 , 1 
Ukraine,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.91 male(s)/female 
			
65 years and over: 0.5 male(s)/female 
			
total population: 0.86 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.91 , 0.5 , 0.86 
United Arab Emirates,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.68 male(s)/female 
			
65 years and over: 2.46 male(s)/female 
			
total population: 1.48 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.68 , 2.46 , 1.48 
United Kingdom,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.02 , 0.72 , 0.97 
United States,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.96 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 0.98 , 0.72 , 0.96 
Uruguay,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.95 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 0.98 , 0.7 , 0.95 
Uzbekistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.68 male(s)/female 
			
total population: 0.98 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 0.98 , 0.68 , 0.98 
Vanuatu,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 1.16 male(s)/female 
			
total population: 1.05 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.05 , 1.16 , 1.05 
Venezuela,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.84 male(s)/female 
			
total population: 1.02 male(s)/female (2002 est.) 
				", 1.07 , 1.07 , 1.01 , 0.84 , 1.02 
Vietnam,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.65 male(s)/female 
			
total population: 0.97 male(s)/female (2002 est.) 
				", 1.07 , 1.07 , 0.96 , 0.65 , 0.97 
Virgin Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.82 male(s)/female 
			
65 years and over: 0.75 male(s)/female 
			
total population: 0.87 male(s)/female (2002 est.) 
				", 1.06 , 1.06 , 0.82 , 0.75 , 0.87 
West Bank,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 1.04 male(s)/female (2002 est.) 
				", 1.06 , 1.05 , 1.04 , 0.76 , 1.04 
Western Sahara,"NA 
				"
World,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1.01 male(s)/female (2002 est.) 
				", 1.05 , 1.05 , 1.02 , 0.78 , 1.01 
Yemen,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.04 male(s)/female (2002 est.) 
				", 1.05 , 1.04 , 1.04 , 1.01 , 1.04 
Zambia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.99 male(s)/female (2002 est.) 
				", 1.03 , 1.01 , 0.99 , 0.74 , 0.99 
Zimbabwe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.03 male(s)/female (2002 est.)  		
", 1.03 , 1.02 , 1.03 , 1.01 , 1.03 
