Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Nigeria,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.05 male(s)/female 
      
55-64 years: 1.04 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.14, 0.85 , 1.01 
Niue,"   NA 
        "
Norfolk Island,"   NA 
        "
Northern Mariana Islands,"birth: 1.06 male(s)/female 
      
0-14 years: 1.09 male(s)/female 
      
15-24 years: 1.23 male(s)/female 
      
25-54 years: 0.73 male(s)/female 
      
55-64 years: 0.93 male(s)/female 
      
65 years and over: 0.91 male(s)/female 
      
total population: 0.93 male(s)/female (2014 est.) 
        ", 1.06 , 1.09 ,2.89, 0.91 , 0.93 
Norway,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.06 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.13, 0.78 , 0.98 
Oman,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.1 male(s)/female 
      
25-54 years: 1.41 male(s)/female 
      
55-64 years: 1.2 male(s)/female 
      
65 years and over: 1.03 male(s)/female 
      
total population: 1.22 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.71, 1.03 , 1.22 
Pakistan,"birth: 1.05 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.08 male(s)/female 
      
55-64 years: 1.06 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.06 male(s)/female (2014 est.) 
        ", 1.05 , 1.06 ,3.21, 0.89 , 1.06 
Palau,"birth: 1.05 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 1.56 male(s)/female 
      
55-64 years: 1.1 male(s)/female 
      
65 years and over: 0.4 male(s)/female 
      
total population: 1.12 male(s)/female (2014 est.) 
        ", 1.05 , 1.07 ,3.65, 0.4 , 1.12 
Panama,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.08, 0.86 , 1.02 
Papua New Guinea,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1.07 male(s)/female 
      
55-64 years: 1.05 male(s)/female 
      
65 years and over: 1.14 male(s)/female 
      
total population: 1.05 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.15, 1.14 , 1.05 
Paraguay,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.87 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.02, 0.87 , 1.01 
Peru,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 0.93 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.9 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.9, 0.9 , 0.97 
Philippines,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.05, 0.76 , 1 
Pitcairn Islands,"   NA 
        "
Poland,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.62 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,2.99, 0.62 , 0.94 
Portugal,"birth: 1.07 male(s)/female 
      
0-14 years: 1.09 male(s)/female 
      
15-24 years: 1.13 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.07 , 1.09 ,3.1, 0.69 , 0.95 
Puerto Rico,"birth: 1.02 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.91 male(s)/female 
      
55-64 years: 0.92 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.92 male(s)/female (2014 est.) 
        ", 1.02 , 1.05 ,2.87, 0.77 , 0.92 
Qatar,"birth: 1.02 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 2.75 male(s)/female 
      
25-54 years: 4.8 male(s)/female 
      
55-64 years: 3.37 male(s)/female 
      
65 years and over: 1.5 male(s)/female 
      
total population: 3.29 male(s)/female (2014 est.) 
        ", 1.02 , 1.03 ,10.92, 1.5 , 3.29 
Romania,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.68 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.02, 0.68 , 0.95 
Russia,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 0.86 male(s)/female 
      
65 years and over: 0.44 male(s)/female 
      
total population: 0.86 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,2.87, 0.44 , 0.86 
Rwanda,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.0, 0.67 , 0.99 
Saint Barthelemy,"birth: 1.03 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.11 male(s)/female 
      
25-54 years: 1.2 male(s)/female 
      
55-64 years: 1.13 male(s)/female 
      
65 years and over: 1 male(s)/female 
      
total population: 1.14 male(s)/female (2014 est.) 
        ", 1.03 , 1.05 ,3.44, 1 , 1.14 
"Saint Helena, Ascension, and Tristan da Cunha","birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 1.01 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.04, 1.01 , 1.02 
Saint Kitts and Nevis,"birth: 1.02 male(s)/female 
      
0-14 years: 1 male(s)/female 
      
15-24 years: 0.97 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.02 , 1 ,3.01, 0.8 , 1 
Saint Lucia,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.93 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,2.91, 0.83 , 0.95 
Saint Martin,"birth: 1.04 male(s)/female 
      
0-14 years: 0.99 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.9 male(s)/female 
      
55-64 years: 0.93 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.93 male(s)/female (2014 est.) 
        ", 1.04 , 0.99 ,2.86, 0.81 , 0.93 
Saint Pierre and Miquelon,"birth: 1.1 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.1 , 1.07 ,3.01, 0.69 , 0.97 
Saint Vincent and the Grenadines,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1.08 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.13, 0.84 , 1.03 
Samoa,"birth: 1.05 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.08 male(s)/female 
      
55-64 years: 1.05 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 1.05 male(s)/female (2014 est.) 
        ", 1.05 , 1.07 ,3.18, 0.78 , 1.05 
San Marino,"birth: 1.1 male(s)/female 
      
0-14 years: 1.14 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 0.89 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.1 , 1.14 ,2.88, 0.8 , 0.94 
Sao Tome and Principe,"birth: 1.03 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.03 , 1.04 ,2.99, 0.84 , 1 
Saudi Arabia,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.15 male(s)/female 
      
25-54 years: 1.33 male(s)/female 
      
55-64 years: 1.2 male(s)/female 
      
65 years and over: 1.08 male(s)/female 
      
total population: 1.21 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.68, 1.08 , 1.21 
Senegal,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.84 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.77, 0.85 , 0.94 
Serbia,"birth: 1.07 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.07 , 1.07 ,3.03, 0.69 , 0.95 
Seychelles,"birth: 1.03 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.1 male(s)/female 
      
25-54 years: 1.11 male(s)/female 
      
55-64 years: 1.05 male(s)/female 
      
65 years and over: 0.61 male(s)/female 
      
total population: 1.04 male(s)/female (2014 est.) 
        ", 1.03 , 1.05 ,3.26, 0.61 , 1.04 
Sierra Leone,"birth: 1.03 male(s)/female 
      
0-14 years: 0.99 male(s)/female 
      
15-24 years: 0.94 male(s)/female 
      
25-54 years: 0.92 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.03 , 0.99 ,2.8, 0.78 , 0.94 
Singapore,"birth: 1.07 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 0.97 male(s)/female 
      
25-54 years: 0.95 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.07 , 1.05 ,2.88, 0.82 , 0.96 
Sint Maarten,"birth: 1.05 male(s)/female 
      
0-14 years: 1.08 male(s)/female 
      
15-24 years: 0.96 male(s)/female 
      
25-54 years: 0.95 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.92 male(s)/female 
      
total population: 0.97 male(s)/female (2013 est.) 
        ", 1.05 , 1.08 ,2.85, 0.92 , 0.97 
Slovakia,"birth: 1.07 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 0.94 male(s)/female 
      
65 years and over: 0.6 male(s)/female 
      
total population: 0.94 male(s)/female (2014 est.) 
        ", 1.07 , 1.05 ,3.02, 0.6 , 0.94 
Slovenia,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 0.95 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.95 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,3.02, 0.66 , 0.95 
Solomon Islands,"birth: 1.05 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.04 male(s)/female 
      
65 years and over: 0.95 male(s)/female 
      
total population: 1.04 male(s)/female (2014 est.) 
        ", 1.05 , 1.06 ,3.14, 0.95 , 1.04 
Somalia,"birth: 1.03 male(s)/female 
      
0-14 years: 1 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1.07 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.03 , 1 ,3.11, 0.66 , 1.01 
South Africa,"birth: 1.02 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 1.07 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.67 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.02 , 1.01 ,3.06, 0.67 , 0.99 
Spain,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.74 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,3.09, 0.74 , 0.97 
Sri Lanka,"birth: 1.04 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 0.96 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.96 male(s)/female (2014 est.) 
        ", 1.04 , 1.04 ,2.95, 0.75 , 0.96 
Sudan,"birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 1.24 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,3.03, 1.24 , 1.02 
Suriname,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.09, 0.77 , 1.01 
Svalbard,"   NA 
        "
Swaziland,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1.02 male(s)/female 
      
25-54 years: 1.06 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.69 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.08, 0.69 , 0.99 
Sweden,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.81 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.1, 0.81 , 0.98 
Switzerland,"birth: 1.06 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.06 , 1.06 ,3.02, 0.76 , 0.97 
Syria,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.85 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.04, 0.85 , 1.03 
Taiwan,"birth: 1.07 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.06 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.07 , 1.07 ,3.05, 0.89 , 1 
Tajikistan,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.0, 0.73 , 0.99 
Tanzania,"birth: 1.03 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.03 , 1.02 ,3.0, 0.76 , 0.99 
Thailand,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.82 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,2.98, 0.82 , 0.98 
Timor-Leste,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.93 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,2.97, 0.96 , 1.01 
Togo,"birth: 1.03 male(s)/female 
      
0-14 years: 1.01 male(s)/female 
      
15-24 years: 1 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.03 , 1.01 ,2.97, 0.77 , 0.98 
Tokelau,"   NA 
        "
Tonga,"birth: 1.03 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 1.01 male(s)/female 
      
65 years and over: 0.86 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.03 , 1.03 ,3.06, 0.86 , 1.01 
Trinidad and Tobago,"birth: 1.03 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.08 male(s)/female 
      
25-54 years: 1.08 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.76 male(s)/female 
      
total population: 1.03 male(s)/female (2014 est.) 
        ", 1.03 , 1.04 ,3.19, 0.76 , 1.03 
Tunisia,"birth: 1.07 male(s)/female 
      
0-14 years: 1.07 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.95 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.96 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.07 , 1.07 ,2.95, 0.96 , 0.99 
Turkey,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.02 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 0.84 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.08, 0.84 , 1.02 
Turkmenistan,"birth: 1.05 male(s)/female 
      
0-14 years: 1.03 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.98 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.03 ,2.97, 0.77 , 0.98 
Turks and Caicos Islands,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 0.96 male(s)/female 
      
25-54 years: 1.03 male(s)/female 
      
55-64 years: 1.02 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,3.01, 0.8 , 1.02 
Tuvalu,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.12 male(s)/female 
      
25-54 years: 0.95 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.73 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.04, 0.73 , 0.97 
Uganda,"birth: 1.03 male(s)/female 
      
0-14 years: 0.99 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.03 , 0.99 ,2.98, 0.8 , 0.99 
Ukraine,"birth: 1.07 male(s)/female 
      
0-14 years: 1.06 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 0.94 male(s)/female 
      
55-64 years: 0.85 male(s)/female 
      
65 years and over: 0.49 male(s)/female 
      
total population: 0.85 male(s)/female (2014 est.) 
        ", 1.07 , 1.06 ,2.83, 0.49 , 0.85 
United Arab Emirates,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.47 male(s)/female 
      
25-54 years: 3.22 male(s)/female 
      
55-64 years: 2.19 male(s)/female 
      
65 years and over: 1.77 male(s)/female 
      
total population: 2.19 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,6.88, 1.77 , 2.19 
United Kingdom,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.04 male(s)/female 
      
25-54 years: 1.04 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.8 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.07, 0.8 , 0.99 
United States,"birth: 1.05 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1 male(s)/female 
      
55-64 years: 0.97 male(s)/female 
      
65 years and over: 0.77 male(s)/female 
      
total population: 0.97 male(s)/female (2014 est.) 
        ", 1.05 , 1.05 ,3.02, 0.77 , 0.97 
Uruguay,"birth: 1.04 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.93 male(s)/female 
      
65 years and over: 0.66 male(s)/female 
      
total population: 0.93 male(s)/female (2014 est.) 
        ", 1.04 , 1.04 ,2.93, 0.66 , 0.93 
Uzbekistan,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.03 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.75 male(s)/female 
      
total population: 0.99 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.01, 0.75 , 0.99 
Vanuatu,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 0.99 male(s)/female 
      
25-54 years: 0.96 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 1.07 male(s)/female 
      
total population: 1.01 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.95, 1.07 , 1.01 
Venezuela,"birth: 1.05 male(s)/female 
      
0-14 years: 1.04 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.98 male(s)/female 
      
65 years and over: 0.79 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.05 , 1.04 ,2.96, 0.79 , 0.98 
Vietnam,"birth: 1.12 male(s)/female 
      
0-14 years: 1.11 male(s)/female 
      
15-24 years: 1.07 male(s)/female 
      
25-54 years: 1.01 male(s)/female 
      
55-64 years: 1 male(s)/female 
      
65 years and over: 0.62 male(s)/female 
      
total population: 1 male(s)/female (2014 est.) 
        ", 1.12 , 1.11 ,3.08, 0.62 , 1 
Virgin Islands,"birth: 1.06 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 0.85 male(s)/female 
      
25-54 years: 0.83 male(s)/female 
      
55-64 years: 0.87 male(s)/female 
      
65 years and over: 0.83 male(s)/female 
      
total population: 0.88 male(s)/female (2014 est.) 
        ", 1.06 , 1.02 ,2.55, 0.83 , 0.88 
Wallis and Futuna,"birth: 1.05 male(s)/female 
      
0-14 years: 1.09 male(s)/female 
      
15-24 years: 1.1 male(s)/female 
      
25-54 years: 0.99 male(s)/female 
      
55-64 years: 1.03 male(s)/female 
      
65 years and over: 0.89 male(s)/female 
      
total population: 1.02 male(s)/female (2014 est.) 
        ", 1.05 , 1.09 ,3.12, 0.89 , 1.02 
West Bank,"birth: 1.06 male(s)/female 
      
0-14 years: 1.05 male(s)/female 
      
15-24 years: 1.05 male(s)/female 
      
25-54 years: 1.06 male(s)/female 
      
55-64 years: 1.04 male(s)/female 
      
65 years and over: 0.71 male(s)/female 
      
total population: 1.04 male(s)/female (2014 est.) 
        ", 1.06 , 1.05 ,3.15, 0.71 , 1.04 
Western Sahara,"birth: 1.04 male(s)/female 
      
0-14 years: 1.02 male(s)/female 
      
15-24 years: 1.01 male(s)/female 
      
25-54 years: 0.97 male(s)/female 
      
55-64 years: 0.99 male(s)/female 
      
65 years and over: 0.78 male(s)/female 
      
total population: 0.98 male(s)/female (2014 est.) 
        ", 1.04 , 1.02 ,2.97, 0.78 , 0.98 
