Country,sex_ratio,at birth,0-14,15-64,65 years and ove,total population
Switzerland,"birth: 1.05 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.97 male(s)/female (2005 est.) 
				", 1.05 , 1.08 , 1.02 , 0.69 , 0.97 
Syria,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.91 male(s)/female 
			
total population: 1.05 male(s)/female (2005 est.) 
				", 1.06 , 1.06 , 1.05 , 0.91 , 1.05 
Taiwan,"birth: 1.1 male(s)/female 
			
under 15 years: 1.09 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 1.01 male(s)/female 
			
total population: 1.04 male(s)/female (2005 est.) 
				", 1.1 , 1.09 , 1.03 , 1.01 , 1.04 
Tajikistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.99 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 0.99 male(s)/female (2005 est.) 
				", 1.05 , 1.02 , 0.99 , 0.79 , 0.99 
Tanzania,"birth: 1.03 male(s)/female 
			
under 15 years: 1 male(s)/female 
			
15-64 years: 0.97 male(s)/female 
			
65 years and over: 0.77 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.03 , 1 , 0.97 , 0.77 , 0.98 
Thailand,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.05 , 1.05 , 0.98 , 0.85 , 0.98 
Togo,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.7 male(s)/female 
			
total population: 0.97 male(s)/female (2005 est.) 
				", 1.03 , 1.01 , 0.96 , 0.7 , 0.97 
Tokelau,"NA 
				"
Tonga,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.99 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 0.98 , 0.76 , 0.99 
Trinidad and Tobago,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.09 male(s)/female 
			
65 years and over: 0.82 male(s)/female 
			
total population: 1.06 male(s)/female (2005 est.) 
				", 1.05 , 1.05 , 1.09 , 0.82 , 1.06 
Tunisia,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.93 male(s)/female 
			
total population: 1.02 male(s)/female (2005 est.) 
				", 1.07 , 1.07 , 1.01 , 0.93 , 1.02 
Turkey,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.85 male(s)/female 
			
total population: 1.02 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 1.03 , 0.85 , 1.02 
Turkmenistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 0.96 male(s)/female 
			
65 years and over: 0.62 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.05 , 1.06 , 0.96 , 0.62 , 0.98 
Turks and Caicos Islands,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.11 male(s)/female 
			
65 years and over: 0.81 male(s)/female 
			
total population: 1.07 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 1.11 , 0.81 , 1.07 
Tuvalu,"birth: 1.06 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.94 male(s)/female 
			
65 years and over: 0.63 male(s)/female 
			
total population: 0.95 male(s)/female (2005 est.) 
				", 1.06 , 1.04 , 0.94 , 0.63 , 0.95 
Uganda,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.78 male(s)/female 
			
total population: 1 male(s)/female (2005 est.) 
				", 1.03 , 1.01 , 1 , 0.78 , 1 
Ukraine,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 0.92 male(s)/female 
			
65 years and over: 0.51 male(s)/female 
			
total population: 0.86 male(s)/female (2005 est.) 
				", 1.05 , 1.05 , 0.92 , 0.51 , 0.86 
United Arab Emirates,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.58 male(s)/female 
			
65 years and over: 2.691 male(s)/female 
			
total population: 1.442 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 1.58 , 2.691 , 1.442 
United Kingdom,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.02 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.05 , 1.05 , 1.02 , 0.74 , 0.98 
United States,"birth: 1.05 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1 male(s)/female 
			
65 years and over: 0.72 male(s)/female 
			
total population: 0.97 male(s)/female (2005 est.) 
				", 1.05 , 1.05 , 1 , 0.72 , 0.97 
Uruguay,"birth: 1.04 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.95 male(s)/female (2005 est.) 
				", 1.04 , 1.04 , 0.98 , 0.69 , 0.95 
Uzbekistan,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.69 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 0.98 , 0.69 , 0.98 
Vanuatu,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 1.12 male(s)/female 
			
total population: 1.05 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 1.04 , 1.12 , 1.05 
Venezuela,"birth: 1.07 male(s)/female 
			
under 15 years: 1.07 male(s)/female 
			
15-64 years: 1.01 male(s)/female 
			
65 years and over: 0.83 male(s)/female 
			
total population: 1.02 male(s)/female (2005 est.) 
				", 1.07 , 1.07 , 1.01 , 0.83 , 1.02 
Vietnam,"birth: 1.08 male(s)/female 
			
under 15 years: 1.08 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.64 male(s)/female 
			
total population: 0.98 male(s)/female (2005 est.) 
				", 1.08 , 1.08 , 0.98 , 0.64 , 0.98 
Virgin Islands,"birth: 1.06 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 0.9 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 0.91 male(s)/female (2005 est.) 
				", 1.06 , 1.02 , 0.9 , 0.79 , 0.91 
West Bank,"birth: 1.06 male(s)/female 
			
under 15 years: 1.05 male(s)/female 
			
15-64 years: 1.05 male(s)/female 
			
65 years and over: 0.74 male(s)/female 
			
total population: 1.04 male(s)/female (2005 est.) 
				", 1.06 , 1.05 , 1.05 , 0.74 , 1.04 
Western Sahara,"NA 
				"
World,"birth: 1.06 male(s)/female 
			
under 15 years: 1.06 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 0.79 male(s)/female 
			
total population: 1.01 male(s)/female (2005 est.) 
				", 1.06 , 1.06 , 1.03 , 0.79 , 1.01 
Yemen,"birth: 1.05 male(s)/female 
			
under 15 years: 1.04 male(s)/female 
			
15-64 years: 1.04 male(s)/female 
			
65 years and over: 0.97 male(s)/female 
			
total population: 1.04 male(s)/female (2005 est.) 
				", 1.05 , 1.04 , 1.04 , 0.97 , 1.04 
Zambia,"birth: 1.03 male(s)/female 
			
under 15 years: 1.01 male(s)/female 
			
15-64 years: 0.98 male(s)/female 
			
65 years and over: 0.76 male(s)/female 
			
total population: 0.99 male(s)/female (2005 est.) 
				", 1.03 , 1.01 , 0.98 , 0.76 , 0.99 
Zimbabwe,"birth: 1.03 male(s)/female 
			
under 15 years: 1.02 male(s)/female 
			
15-64 years: 1.03 male(s)/female 
			
65 years and over: 1 male(s)/female 
			
total population: 1.02 male(s)/female (2005 est.)  		
", 1.03 , 1.02 , 1.03 , 1 , 1.02 
